,biourl,Feature
90,http://www.nndb.com/people/741/000043612/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
91,http://www.nndb.com/people/976/000043847/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
92,http://www.nndb.com/people/884/000042758/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/241/000069034/"">Gay</a>', '<b>Occupation:</b> Actor</p>']"
93,http://www.nndb.com/people/156/000027075/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> See Note <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
94,http://www.nndb.com/people/452/000047311/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/757/000094475/"">Anglican/Episcopalian</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
95,http://www.nndb.com/people/741/000063552/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
96,http://www.nndb.com/people/979/000024907/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
97,http://www.nndb.com/people/979/000024907/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
98,http://www.nndb.com/people/742/000063553/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
99,http://www.nndb.com/people/659/000026581/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/873/000071660/"">Presbyterian</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Republican</p>']"
100,http://www.nndb.com/people/740/000031647/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
101,http://www.nndb.com/people/798/000024726/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
102,http://www.nndb.com/people/713/000042587/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
103,http://www.nndb.com/people/651/000026573/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/991/000096703/"">Singer</a>, Actor</p>']"
104,http://www.nndb.com/people/814/000042688/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
105,http://www.nndb.com/people/255/000043126/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
106,http://www.nndb.com/people/619/000042493/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
107,http://www.nndb.com/people/607/000022541/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a><', '<b>Occupation:</b> Actor</p>']"
108,http://www.nndb.com/people/744/000063555/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
109,http://www.nndb.com/people/311/000026233/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> Hispanic<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
110,http://www.nndb.com/people/837/000024765/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
111,http://www.nndb.com/people/740/000031647/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
112,http://www.nndb.com/people/210/000022144/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
113,http://www.nndb.com/people/721/000022655/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/461/000107140/"">Deist</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Occupation:</b> Actor</p>']"
114,http://www.nndb.com/people/730/000022664/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
115,http://www.nndb.com/people/459/000026381/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
116,http://www.nndb.com/people/751/000023682/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a> <font size=""-1""><a href=""#FN2"">[2]</a></font><', '<b>Occupation:</b> Actor</p>']"
117,http://www.nndb.com/people/690/000031597/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
118,http://www.nndb.com/people/961/000022895/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> Protestant<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Republican</p>']"
119,http://www.nndb.com/people/938/000031845/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> Protestant <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
120,http://www.nndb.com/people/351/000023282/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
121,http://www.nndb.com/people/774/000023705/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
122,http://www.nndb.com/people/200/000023131/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/461/000107140/"">Deist</a>', '<b>Race or Ethnicity:</b> Black', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor, <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
123,http://www.nndb.com/people/132/000043003/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
124,http://www.nndb.com/people/314/000026236/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
125,http://www.nndb.com/people/950/000033851/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
126,http://www.nndb.com/people/762/000026684/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/866/000071653/"">Lutheran</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
127,http://www.nndb.com/people/134/000023065/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
128,http://www.nndb.com/people/605/000023536/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Republican</p>']"
129,http://www.nndb.com/people/025/000022956/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
130,http://www.nndb.com/people/878/000022812/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
131,http://www.nndb.com/people/721/000022655/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/461/000107140/"">Deist</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Occupation:</b> Actor</p>']"
132,http://www.nndb.com/people/714/000026636/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a> <font size=""-1""><a href=""#FN2"">[2]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
133,http://www.nndb.com/people/182/000025107/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
134,http://www.nndb.com/people/722/000022656/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/282/000069075/"">Atheist</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
135,http://www.nndb.com/people/745/000063556/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
136,http://www.nndb.com/people/814/000022748/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
137,http://www.nndb.com/people/060/000023988/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Republican</p>']"
138,http://www.nndb.com/people/882/000022816/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
139,http://www.nndb.com/people/765/000023696/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
140,http://www.nndb.com/people/496/000026418/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
141,http://www.nndb.com/people/519/000024447/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/284/000069077/"">Quaker</a><', '<b>Race or Ethnicity:</b> Multiracial<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
142,http://www.nndb.com/people/008/000022939/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Republican</p>']"
143,http://www.nndb.com/people/123/000024051/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> Middle Eastern<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
144,http://www.nndb.com/people/683/000023614/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/866/000071653/"">Lutheran</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
145,http://www.nndb.com/people/804/000022738/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor, <a class=""proflink"" href=""/lists/465/000098171/"">Philanthropist</a>, <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a><', '<b>Party Affiliation:</b> Democratic</p>']"
146,http://www.nndb.com/people/614/000024542/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
147,http://www.nndb.com/people/882/000022816/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
148,http://www.nndb.com/people/788/000022722/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
149,http://www.nndb.com/people/594/000023525/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
150,http://www.nndb.com/people/005/000023933/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
151,http://www.nndb.com/people/880/000022814/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
152,http://www.nndb.com/people/687/000022621/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/028/000085770/"">Born-Again Christian</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
153,http://www.nndb.com/people/687/000022621/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/028/000085770/"">Born-Again Christian</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
154,http://www.nndb.com/people/751/000022685/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
155,http://www.nndb.com/people/126/000025051/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
156,http://www.nndb.com/people/722/000022656/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/282/000069075/"">Atheist</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
157,http://www.nndb.com/people/259/000025184/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
158,http://www.nndb.com/people/591/000023522/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/243/000069036/"">Matter of Dispute</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Occupation:</b> Actor</p>']"
159,http://www.nndb.com/people/782/000022716/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> See Note <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
160,http://www.nndb.com/people/665/000023596/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> Protestant<', '<b>Race or Ethnicity:</b> Black<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
161,http://www.nndb.com/people/112/000026034/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
162,http://www.nndb.com/people/331/000025256/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor, <a class=""proflink"" href=""/lists/199/000068992/"">Activist</a><', '<b>Party Affiliation:</b> Democratic</p>']"
163,http://www.nndb.com/people/113/000026035/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/871/000071658/"">Baptist</a><', '<b>Race or Ethnicity:</b> Black<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/230/000069023/"">Comic</a>, Actor, <a class=""proflink"" href=""/lists/991/000096703/"">Singer</a></p>']"
164,http://www.nndb.com/people/409/000027328/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
165,http://www.nndb.com/people/833/000025758/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> Black<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
166,http://www.nndb.com/people/788/000022722/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
167,http://www.nndb.com/people/331/000025256/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor, <a class=""proflink"" href=""/lists/199/000068992/"">Activist</a><', '<b>Party Affiliation:</b> Democratic</p>']"
168,http://www.nndb.com/people/779/000022713/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/866/000071653/"">Lutheran</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
169,http://www.nndb.com/people/813/000043684/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
170,http://www.nndb.com/people/303/000281457/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
171,http://www.nndb.com/people/788/000022722/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
172,http://www.nndb.com/people/583/000023514/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
173,http://www.nndb.com/people/347/000032251/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
174,http://www.nndb.com/people/115/000063923/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
175,http://www.nndb.com/people/347/000032251/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
176,http://www.nndb.com/people/116/000063924/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
177,http://www.nndb.com/people/347/000032251/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
178,http://www.nndb.com/people/689/000031596/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
179,http://www.nndb.com/people/680/000042554/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
180,http://www.nndb.com/people/127/000063935/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
181,http://www.nndb.com/people/126/000063934/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> Protestant<', '<b>Race or Ethnicity:</b> White<', '<b>Occupation:</b> Actor</p>']"
182,http://www.nndb.com/people/125/000063933/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
183,http://www.nndb.com/people/124/000063932/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
184,http://www.nndb.com/people/123/000063931/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Occupation:</b> Actor</p>']"
185,http://www.nndb.com/people/122/000063930/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
186,http://www.nndb.com/people/121/000063929/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
187,http://www.nndb.com/people/728/000043599/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
188,http://www.nndb.com/people/553/000022487/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
189,http://www.nndb.com/people/228/000032132/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> Hispanic<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
190,http://www.nndb.com/people/300/000026222/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> See Note <font size=""-1""><a href=""#FN2"">[2]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/991/000096703/"">Singer</a>, Actor</p>']"
191,http://www.nndb.com/people/620/000042494/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Actor</p>']"
192,http://www.nndb.com/people/714/000026636/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a> <font size=""-1""><a href=""#FN2"">[2]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
193,http://www.nndb.com/people/228/000032132/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> Hispanic<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
194,http://www.nndb.com/people/820/000022754/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
195,http://www.nndb.com/people/679/000042553/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/991/000096703/"">Singer</a>, Actor</p>']"
196,http://www.nndb.com/people/120/000063928/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Occupation:</b> Actor</p>']"
